"","sub","ses","run","task","trialindex","IV_cuelevel","IV_stimintensity","RATING_expectation","RATING_outcome"
"6127",35,4,5,"vicarious",9,"low_cue","high_stim",31.0817298303779,52.3471701791164
"6128",35,4,5,"vicarious",10,"low_cue","low_stim",23.5631398647748,26.667731675599
"6129",35,4,5,"vicarious",11,"low_cue","low_stim",24.290962408351,17.340258231069
"6130",35,4,5,"vicarious",12,"low_cue","med_stim",23.5899901707433,35.3624618870691
"6131",36,1,1,"vicarious",1,"high_cue","high_stim",45.8161239955856,37.4700732223124
"6132",36,1,1,"vicarious",2,"low_cue","high_stim",4.64797069138703,11.2632366575349
"6133",36,1,1,"vicarious",3,"low_cue","high_stim",4.90606698564779,4.62923494779759
"6134",36,1,1,"vicarious",4,"high_cue","high_stim",60.4276092391856,26.2443691925773
"6135",36,1,1,"vicarious",5,"low_cue","low_stim",0.737673137432198,0
"6136",36,1,1,"vicarious",6,"high_cue","low_stim",84.1971803352911,28.739795291688
"6137",36,1,1,"vicarious",7,"low_cue","med_stim",2.86240522611175,11.5392978601252
"6138",36,1,1,"vicarious",8,"high_cue","med_stim",19.824995079131,17.5602720518007
"6139",36,1,1,"vicarious",9,"high_cue","med_stim",58.7575309640403,24.6594250722107
"6140",36,1,1,"vicarious",10,"low_cue","med_stim",7.38181842191988,3.4752327767301
"6141",36,1,1,"vicarious",11,"high_cue","low_stim",59.3192831250187,15.051219992591
"6142",36,1,1,"vicarious",12,"low_cue","low_stim",2.69141001577839,1.71346531736582
"6143",36,1,5,"vicarious",1,"high_cue","low_stim",20.9055693369155,5.38492026925517
"6144",36,1,5,"vicarious",2,"low_cue","med_stim",1.62333252509047,1.39152665254782
"6145",36,1,5,"vicarious",3,"high_cue","high_stim",44.154990776798,11.5862765346285
"6146",36,1,5,"vicarious",4,"low_cue","high_stim",3.00066141346215,32.6508022965956
"6147",36,1,5,"vicarious",5,"high_cue","low_stim",37.1910075397043,33.0434157568509
"6148",36,1,5,"vicarious",6,"high_cue","med_stim",57.0832818559532,8.3929251873925
"6149",36,1,5,"vicarious",7,"low_cue","high_stim",5.31989391780685,71.8581216621043
"6150",36,1,5,"vicarious",8,"high_cue","med_stim",61.1690316876096,15.8191939475001
"6151",36,1,5,"vicarious",9,"low_cue","low_stim",4.97999959631098,9.00850374202516
"6152",36,1,5,"vicarious",10,"low_cue","low_stim",5.54299208750407,6.26349061433454
"6153",36,1,5,"vicarious",11,"high_cue","high_stim",25.1278241807561,34.9158037094094
"6154",36,1,5,"vicarious",12,"low_cue","med_stim",0,9.00850374202516
"6155",36,3,2,"vicarious",1,"low_cue","low_stim",11.4005902773395,9.2726017772003
"6156",36,3,2,"vicarious",2,"low_cue","med_stim",0.920334966849057,66.2328922954184
"6157",36,3,2,"vicarious",3,"high_cue","med_stim",73.2287761813696,29.8888402390142
"6158",36,3,2,"vicarious",4,"low_cue","high_stim",11.5392978601252,32.4184499496431
"6159",36,3,2,"vicarious",5,"high_cue","med_stim",80.9188816116305,38.4430535018366
"6160",36,3,2,"vicarious",6,"low_cue","high_stim",9.7275785514016,79.6533165328185
"6161",36,3,2,"vicarious",7,"low_cue","low_stim",7.50195682849893,6.69637761619969
"6162",36,3,2,"vicarious",8,"high_cue","high_stim",47.7102031001746,49.2177174837866
"6163",36,3,2,"vicarious",9,"high_cue","high_stim",66.9295877501754,58.9154514202223
"6164",36,3,2,"vicarious",10,"high_cue","low_stim",56.0324732408977,39.3055692822446
"6165",36,3,2,"vicarious",11,"high_cue","low_stim",34.6513159120045,12.4028831217652
"6166",36,3,2,"vicarious",12,"low_cue","med_stim",4.39870535499553,0
"6167",36,3,4,"vicarious",1,"high_cue","high_stim",41.8838217277146,69.6051239179516
"6168",36,3,4,"vicarious",2,"low_cue","high_stim",12.5288077091515,36.3044971225752
"6169",36,3,4,"vicarious",3,"low_cue","high_stim",2.8743617742506,22.7441121066263
"6170",36,3,4,"vicarious",4,"high_cue","high_stim",47.9953032876028,26.3600582073531
"6171",36,3,4,"vicarious",5,"low_cue","low_stim",13.4778227532413,8.29241291009267
"6172",36,3,4,"vicarious",6,"high_cue","low_stim",73.0529187059058,1.62992788538417
"6173",36,3,4,"vicarious",7,"low_cue","med_stim",3.75172907052598,9.2726017772003
"6174",36,3,4,"vicarious",8,"high_cue","med_stim",87.9299693469589,4.62237024168424
"6175",36,3,4,"vicarious",9,"high_cue","med_stim",42.227157522404,7.15356431839441
"6176",36,3,4,"vicarious",10,"low_cue","med_stim",9.46232220802562,23.6559712676253
"6177",36,3,4,"vicarious",11,"high_cue","low_stim",48.6806221730305,14.3935929684905
"6178",36,3,4,"vicarious",12,"low_cue","low_stim",6.98105740682979,29.5998290004706
"6179",36,4,1,"vicarious",1,"low_cue","low_stim",6.0724564072077,9.92624550665171
"6180",36,4,1,"vicarious",2,"low_cue","med_stim",9.53846273398613,68.7971813561903
"6181",36,4,1,"vicarious",3,"high_cue","med_stim",103.562245764449,83.7616673103607
"6182",36,4,1,"vicarious",4,"low_cue","high_stim",20.0032810913173,25.6154843206422
"6183",36,4,1,"vicarious",5,"high_cue","med_stim",42.3057157101439,28.3163549432722
"6184",36,4,1,"vicarious",6,"low_cue","high_stim",5.13116528289632,43.4702092757136
"6185",36,4,1,"vicarious",7,"low_cue","low_stim",2.1124112702291,3.93722516482409
"6186",36,4,1,"vicarious",8,"high_cue","high_stim",63.5406604732907,38.6228193763926
"6187",36,4,1,"vicarious",9,"high_cue","high_stim",73.739795291688,93.6214847041173
"6188",36,4,1,"vicarious",10,"high_cue","low_stim",57.1913364706024,63.1274610083442
"6189",36,4,1,"vicarious",11,"high_cue","low_stim",57.7890722763262,47.3037603246002
"6190",36,4,1,"vicarious",12,"low_cue","med_stim",2.75910765862027,6.88983745618819
"6191",36,4,6,"vicarious",1,"low_cue","low_stim",11.805792300589,12.0776691623642
"6192",36,4,6,"vicarious",2,"low_cue","med_stim",14.484733560323,14.3700015151793
"6193",36,4,6,"vicarious",3,"high_cue","med_stim",57.5815500503569,55.1590559958468
"6194",36,4,6,"vicarious",4,"low_cue","high_stim",5.97156589779643,12.1270910349301
"6195",36,4,6,"vicarious",5,"high_cue","med_stim",60.3437660477639,6.98105740682979
"6196",36,4,6,"vicarious",6,"low_cue","high_stim",7.79699111023461,7.9007894238398
"6197",36,4,6,"vicarious",7,"low_cue","low_stim",5.04916646758286,8.78116273438546
"6198",36,4,6,"vicarious",8,"high_cue","high_stim",54.1301764822787,94.979999596311
"6199",36,4,6,"vicarious",9,"high_cue","high_stim",61.7776670970281,96.4674589277915
"6200",36,4,6,"vicarious",10,"high_cue","low_stim",83.5781516164825,53.3611324710515
"6201",36,4,6,"vicarious",11,"high_cue","low_stim",55.8255594040801,41.7920883044494
"6202",36,4,6,"vicarious",12,"low_cue","med_stim",9.00850374202516,35.5376777919744
"6203",37,1,1,"vicarious",1,"low_cue","high_stim",NA,42.8909102627422
"6204",37,1,1,"vicarious",2,"high_cue","low_stim",62.393322146912,10.9908661966055
"6205",37,1,1,"vicarious",3,"high_cue","med_stim",76.2437923252457,23.1376375797135
"6206",37,1,1,"vicarious",4,"high_cue","high_stim",60.7671825424757,45.4896955931292
"6207",37,1,1,"vicarious",5,"low_cue","low_stim",6.46745892779152,11.9968993079236
"6208",37,1,1,"vicarious",6,"high_cue","high_stim",44.3489396197705,68.8801438465753
"6209",37,1,1,"vicarious",7,"high_cue","low_stim",89.5360767013739,48.4434452049594
"6210",37,1,1,"vicarious",8,"low_cue","med_stim",11.805792300589,1.64328065449277
"6211",37,1,1,"vicarious",9,"high_cue","med_stim",86.0786011123219,17.2567955279937
"6212",37,1,6,"vicarious",1,"high_cue","high_stim",59.1150546692714,73.8322823453584
"6213",37,1,6,"vicarious",2,"low_cue","low_stim",1.84019525639278,22.7650091075115
"6214",37,1,6,"vicarious",3,"high_cue","low_stim",57.9946167919165,10.1813200065144
"6215",37,1,6,"vicarious",4,"high_cue","med_stim",NA,17.7097245238628
"6216",37,1,6,"vicarious",5,"low_cue","low_stim",5.29856506989994,5.04916646758286
"6217",37,1,6,"vicarious",6,"low_cue","high_stim",3.31094151461144,32.2245330172405
"6218",37,1,6,"vicarious",7,"low_cue","med_stim",6.23833268963931,43.0474909506004
"6219",37,1,6,"vicarious",8,"low_cue","med_stim",4.43447050610122,75.2916961003173
"6220",37,1,6,"vicarious",9,"low_cue","high_stim",4.86451443776053,96.441600099335
"6221",37,1,6,"vicarious",10,"high_cue","low_stim",53.4572362027714,41.250935477652
"6222",37,1,6,"vicarious",11,"high_cue","med_stim",44.5074982662367,95.9849523151154
"6223",37,1,6,"vicarious",12,"high_cue","high_stim",43.215156675681,5.89806332170318
"6224",37,3,3,"vicarious",1,"high_cue","med_stim",70.8398268780187,44.5103044068708
"6225",37,3,3,"vicarious",2,"high_cue","high_stim",72.2202475408066,66.7407790544717
"6226",37,3,3,"vicarious",3,"low_cue","high_stim",8.74616226255521,75.4572255091055
"6227",37,3,3,"vicarious",4,"high_cue","low_stim",46.784843324319,19.529639414775
"6228",37,3,3,"vicarious",5,"high_cue","med_stim",85.1207262169933,17.2567955279937
"6229",37,3,3,"vicarious",6,"low_cue","low_stim",2.18395022767631,24.4824858973471
"6230",37,3,3,"vicarious",7,"low_cue","med_stim",6.66961984231233,4.36351139166193
"6231",37,3,3,"vicarious",8,"high_cue","high_stim",53.7336822410769,93.9056991370721
"6232",37,3,3,"vicarious",9,"high_cue","low_stim",67.1329437002273,3.92139888767809
"6233",37,3,3,"vicarious",10,"low_cue","high_stim",9.91494567847495,76.7989128242944
"6234",37,3,4,"vicarious",1,"high_cue","med_stim",68.6293777306568,31.8342055455592
"6235",37,3,4,"vicarious",2,"high_cue","high_stim",78.8261617581853,62.3056084068584
"6236",37,3,4,"vicarious",3,"low_cue","high_stim",2.5396804503407,35.5376777919744
"6237",37,3,4,"vicarious",4,"high_cue","low_stim",56.5019846469709,18.2891583500028
"6238",37,3,4,"vicarious",5,"high_cue","med_stim",51.1964134291043,4.38103783180802
"6239",37,3,4,"vicarious",6,"low_cue","low_stim",1.84019525639278,13.7562076747543
"6240",37,3,4,"vicarious",7,"low_cue","med_stim",0.927785774461679,44.8376894440633
"6241",37,3,4,"vicarious",8,"high_cue","high_stim",44.5130787521869,45.6510603802295
"6242",37,3,4,"vicarious",9,"low_cue","low_stim",6.51980175165699,60.3408907640049
"6243",37,3,4,"vicarious",10,"high_cue","low_stim",51.7003113249664,41.0995062576181
"6244",37,3,4,"vicarious",11,"low_cue","high_stim",1.84019525639278,20.6906685139331
"6245",37,4,2,"vicarious",1,"low_cue","low_stim",18.434948822922,37.8346912670841
"6246",37,4,2,"vicarious",2,"low_cue","low_stim",4.84011248884704,2.54994901296018
"6247",37,4,2,"vicarious",3,"low_cue","high_stim",2.30906278902568,39.5984075029918
"6248",37,4,2,"vicarious",4,"high_cue","med_stim",57.8477048587177,3.04976046926843
"6249",37,4,2,"vicarious",5,"high_cue","high_stim",84.4724598483438,65.6136288981986
"6250",37,4,2,"vicarious",6,"high_cue","med_stim",51.6624771065963,0
"6251",37,4,2,"vicarious",7,"high_cue","low_stim",64.7743543018758,54.1935822486131
"6252",37,4,2,"vicarious",8,"high_cue","low_stim",58.1657944544408,4.13467137373642
"6253",37,4,2,"vicarious",9,"high_cue","high_stim",67.8972631215466,86.7689900996318
"6254",37,4,2,"vicarious",10,"low_cue","med_stim",3.69138598645128,2.75910765862027
"6255",37,4,2,"vicarious",11,"low_cue","high_stim",3.23100990036821,5.08983650928787
"6256",37,4,5,"vicarious",1,"high_cue","low_stim",58.4381881583507,1.43209618416465
"6257",37,4,5,"vicarious",2,"low_cue","med_stim",11.0353541630349,35.5376777919744
"6258",37,4,5,"vicarious",3,"high_cue","low_stim",39.6290053044643,7.83761367789845
"6259",37,4,5,"vicarious",4,"low_cue","med_stim",4.20193635815963,38.5873278632615
"6260",37,4,5,"vicarious",5,"high_cue","high_stim",75.3890939617746,55.0841962905906
"6261",37,4,5,"vicarious",6,"low_cue","low_stim",8.26319335638998,28.2074908790153
"6262",37,4,5,"vicarious",7,"low_cue","high_stim",1.15967520848357,63.1274610083442
"6263",37,4,5,"vicarious",8,"low_cue","low_stim",2.29979942179199,20.3948760820484
"6264",37,4,5,"vicarious",9,"high_cue","high_stim",41.2295126654891,95.3198939178069
"6265",37,4,5,"vicarious",10,"low_cue","high_stim",4.05168383782845,59.8264799703557
"6266",37,4,5,"vicarious",11,"high_cue","med_stim",63.8531587644191,49.3987053549955
"6267",37,4,5,"vicarious",12,"high_cue","med_stim",90,85.1792339219074
"6268",38,1,3,"vicarious",1,"low_cue","med_stim",4.84011248884704,3.00066141346215
"6269",38,1,3,"vicarious",2,"low_cue","low_stim",14.4271442805497,11.0801992243551
"6270",38,1,3,"vicarious",3,"low_cue","high_stim",7.99747347180383,0.690277197865079
"6271",38,1,3,"vicarious",4,"high_cue","low_stim",93.6913859864513,10.1813200065144
"6272",38,1,3,"vicarious",5,"high_cue","med_stim",47.8708347949068,21.8014094863518
"6273",38,1,3,"vicarious",6,"high_cue","high_stim",38.1572265873691,83.3729405671276
"6274",38,1,3,"vicarious",7,"high_cue","low_stim",84.4278021960362,58.9564443837118
"6275",38,1,3,"vicarious",8,"low_cue","high_stim",0,5.52754015165617
"6276",38,1,3,"vicarious",9,"low_cue","med_stim",3.91157181252866,48.749064522348
"6277",38,1,3,"vicarious",10,"high_cue","med_stim",20.9312766981251,26.8725389916558
"6278",38,1,3,"vicarious",11,"low_cue","low_stim",7.48329690782255,3.01278750418334
"6279",38,1,6,"vicarious",1,"low_cue","med_stim",5.80281966470886,4.13467137373642
"6280",38,1,6,"vicarious",2,"low_cue","low_stim",7.62604691683793,2.88641854386461
"6281",38,1,6,"vicarious",3,"low_cue","high_stim",5.13116528289632,18.434948822922
"6282",38,1,6,"vicarious",4,"high_cue","low_stim",41.4236656250027,15.051219992591
"6283",38,1,6,"vicarious",5,"high_cue","med_stim",26.3600582073531,2.98863245522946
"6284",38,1,6,"vicarious",6,"high_cue","high_stim",34.0716098073942,62.3056084068584
"6285",38,1,6,"vicarious",7,"high_cue","low_stim",51.519801751657,15.3154511969185
"6286",38,1,6,"vicarious",8,"low_cue","high_stim",6.21337526527838,132.777696767529
"6287",38,1,6,"vicarious",9,"high_cue","high_stim",56.3741653837845,141.34019174591
"6288",38,1,6,"vicarious",10,"low_cue","med_stim",21.9295877501754,15.8191939475001
"6289",38,1,6,"vicarious",11,"high_cue","med_stim",35.5376777919744,14.4271442805497
"6290",38,1,6,"vicarious",12,"low_cue","low_stim",0,1.61679031067324
"6291",38,3,2,"vicarious",1,"low_cue","low_stim",8.46128814257136,20.8544580395783
"6292",38,3,2,"vicarious",2,"high_cue","med_stim",31.5618118416494,115.473834951815
"6293",38,3,2,"vicarious",3,"high_cue","low_stim",81.5993174636821,33.5627437810924
"6294",38,3,2,"vicarious",4,"high_cue","high_stim",24.7914316629374,82.5585945102563
"6295",38,3,2,"vicarious",5,"low_cue","med_stim",18.5811112087015,102.554295153873
"6296",38,3,2,"vicarious",6,"low_cue","high_stim",18.6608180057415,60.6547838267051
"6297",38,3,2,"vicarious",7,"low_cue","med_stim",7.1250163489018,21.6308868365179
"6298",38,3,2,"vicarious",8,"low_cue","high_stim",4.15128526642169,62.3056084068584
"6299",38,3,2,"vicarious",9,"high_cue","low_stim",37.7527311065123,2.57073711069053
"6300",38,3,2,"vicarious",10,"high_cue","med_stim",48.9004937423819,14.4271442805497
"6301",38,3,2,"vicarious",11,"low_cue","low_stim",2.75910765862027,1.15967520848357
"6302",38,3,4,"vicarious",1,"high_cue","low_stim",72.9480351459985,47.9440463499876
"6303",38,3,4,"vicarious",2,"high_cue","high_stim",63.434948822922,90.9469514467735
"6304",38,3,4,"vicarious",3,"high_cue","med_stim",25.9127554948024,4.84011248884704
"6305",38,3,4,"vicarious",4,"low_cue","low_stim",12.2550245737389,7.79699111023461
"6306",38,3,4,"vicarious",5,"high_cue","high_stim",31.7129360012143,33.5608777121928
"6307",38,3,4,"vicarious",6,"high_cue","low_stim",30.3722863576449,7.1250163489018
"6308",38,3,4,"vicarious",7,"low_cue","med_stim",5.34139467431178,25.7407083562328
"6309",38,3,4,"vicarious",8,"low_cue","high_stim",4.16803297674749,138.576334374997
"6310",38,3,4,"vicarious",9,"low_cue","med_stim",0,17.2567955279937
"6311",38,3,4,"vicarious",10,"low_cue","low_stim",1.61030060249899,0.232908389920523
"6312",38,3,4,"vicarious",11,"high_cue","med_stim",34.1526531570465,47.7571566326561
"6313",38,3,4,"vicarious",12,"low_cue","high_stim",12.5789352374931,8.96041784041399
"6314",38,4,1,"vicarious",1,"high_cue","low_stim",70.2531633945739,30.6807168749813
"6315",38,4,1,"vicarious",2,"high_cue","low_stim",45.3274008908444,16.6770623615002
"6316",38,4,1,"vicarious",3,"high_cue","med_stim",41.7480543996361,19.1601731219813
"6317",38,4,1,"vicarious",4,"low_cue","med_stim",0.927785774461679,10.3888578154696
"6318",38,4,1,"vicarious",5,"low_cue","high_stim",6.26349061433454,110.609692937532
"6319",38,4,1,"vicarious",6,"high_cue","high_stim",64.6758185980528,122.129614972447
"6320",38,4,1,"vicarious",7,"high_cue","med_stim",100.199329498713,26.7711502144621
"6321",38,4,1,"vicarious",8,"low_cue","low_stim",11.0848912922423,0
"6322",38,4,1,"vicarious",9,"low_cue","high_stim",1.03691446453009,151.982106453545
"6323",38,4,1,"vicarious",10,"low_cue","low_stim",0,2.0700306530411
"6324",38,4,1,"vicarious",11,"low_cue","med_stim",2.33730585912382,0.924045352772706
"6325",38,4,5,"vicarious",1,"low_cue","med_stim",5.82634202955578,36.1294441432409
"6326",38,4,5,"vicarious",2,"high_cue","low_stim",77.4210647625069,9.6887865603668
"6327",38,4,5,"vicarious",3,"high_cue","high_stim",48.9043398710942,122.763888490584
"6328",38,4,5,"vicarious",4,"low_cue","med_stim",29.3064017487768,14.0935965814162
"6329",38,4,5,"vicarious",5,"high_cue","low_stim",85.2755483028291,55.3345026666938
"6330",38,4,5,"vicarious",6,"low_cue","high_stim",8.78311535611777,146.4493379885
"6331",38,4,5,"vicarious",7,"low_cue","low_stim",29.1441986773614,0.235783769876611
"6332",38,4,5,"vicarious",8,"high_cue","med_stim",36.869897645844,2.52949420483775
"6333",38,4,5,"vicarious",9,"low_cue","high_stim",9.53846273398613,53.7336822410769
"6334",38,4,5,"vicarious",10,"low_cue","low_stim",12.4790718019276,3.2180612837942
"6335",38,4,5,"vicarious",11,"high_cue","high_stim",62.8018720514909,108.956482476518
"6336",39,1,1,"vicarious",1,"low_cue","med_stim",NA,3.01278750418334
"6337",39,1,1,"vicarious",2,"high_cue","low_stim",NA,11.3550828031402
"6338",39,1,1,"vicarious",3,"low_cue","med_stim",NA,10.6337744921121
"6339",39,1,1,"vicarious",4,"high_cue","high_stim",NA,29.973948660236
"6340",39,1,1,"vicarious",5,"low_cue","high_stim",NA,46.1759945300179
"6341",39,1,1,"vicarious",6,"low_cue","low_stim",NA,5.11041756103123
"6342",39,1,1,"vicarious",7,"high_cue","high_stim",NA,6.69637761619969
"6343",39,1,1,"vicarious",8,"low_cue","high_stim",NA,25.6326524522238
"6344",39,1,1,"vicarious",9,"high_cue","med_stim",NA,61.3711290944651
"6345",39,1,1,"vicarious",10,"high_cue","med_stim",NA,10.4077113124901
"6346",39,1,6,"vicarious",1,"high_cue","high_stim",48.9227128905105,32.9167181440468
"6347",39,1,6,"vicarious",2,"low_cue","high_stim",1.90915243299638,27.1981279485091
"6348",39,1,6,"vicarious",3,"high_cue","high_stim",28.7203267978695,26.0488869473132
"6349",39,1,6,"vicarious",4,"low_cue","med_stim",14.9314171781376,1.61030060249899
"6350",39,1,6,"vicarious",5,"high_cue","low_stim",46.7950067373364,5.29856506989994
"6351",39,1,6,"vicarious",6,"high_cue","med_stim",50.1643049465183,23.6820877245385
"6352",39,1,6,"vicarious",7,"low_cue","high_stim",13.0132132792586,37.6528298208836
"6353",39,1,6,"vicarious",8,"high_cue","low_stim",44.3489396197705,14.3700015151793
"6354",39,1,6,"vicarious",9,"low_cue","low_stim",4.38103783180802,13.0291948079437
"6355",39,1,6,"vicarious",10,"high_cue","med_stim",21.5014343240479,27.4907552097423
"6356",39,1,6,"vicarious",11,"low_cue","med_stim",5.98495231511541,16.1035837361874
"6357",39,1,6,"vicarious",12,"low_cue","low_stim",10.9908661966055,11.853004167744
"6358",39,3,1,"vicarious",1,"low_cue","high_stim",22.7441121066263,21.2864051136591
"6359",39,3,1,"vicarious",2,"high_cue","med_stim",40.7755967829162,21.1198561534248
"6360",39,3,1,"vicarious",3,"low_cue","low_stim",7.00546351351223,3.75172907052598
"6361",39,3,1,"vicarious",4,"low_cue","low_stim",16.260204708312,6.15038152850482
"6362",39,3,1,"vicarious",5,"high_cue","low_stim",29.5665755047771,8.51942215741111
"6363",39,3,1,"vicarious",6,"high_cue","med_stim",57.4582464400049,25.6410058243053
"6364",39,3,1,"vicarious",7,"high_cue","low_stim",51.3401917459099,40.4519575908746
"6365",39,3,1,"vicarious",8,"low_cue","high_stim",10.0079798014413,37.0078486943146
"6366",39,3,1,"vicarious",9,"low_cue","med_stim",11.3560272183098,28.8515084488669
"6367",39,3,1,"vicarious",10,"low_cue","med_stim",19.6692676640171,1.15967520848357
"6368",39,3,1,"vicarious",11,"high_cue","high_stim",49.0983012560823,40.3195563817467
"6369",39,3,1,"vicarious",12,"high_cue","high_stim",52.2889523236101,26.7711502144621
"6370",39,3,5,"vicarious",1,"high_cue","med_stim",32.5417535599951,36.0098087690036
"6371",39,3,5,"vicarious",2,"low_cue","low_stim",24.2058850444964,4.61064931866061
"6372",39,3,5,"vicarious",3,"high_cue","low_stim",26.3563243062187,30.1735200296443
"6373",39,3,5,"vicarious",4,"high_cue","high_stim",32.1296149724469,26.565051177078
"6374",39,3,5,"vicarious",5,"high_cue","low_stim",45.164170838717,24.1529187827722
"6375",39,3,5,"vicarious",6,"high_cue","med_stim",32.5417535599951,38.8035865708957
"6376",39,3,5,"vicarious",7,"low_cue","high_stim",21.0375110254218,42.7093899573615
"6377",39,3,5,"vicarious",8,"low_cue","med_stim",22.3171865170661,5.98495231511541
"6378",39,3,5,"vicarious",9,"high_cue","high_stim",45.1623105559367,25.5328064855123
"6379",39,3,5,"vicarious",10,"low_cue","med_stim",38.6598082540901,19.8851651138554
"6380",39,3,5,"vicarious",11,"low_cue","low_stim",9.11786275379579,5.04916646758286
"6381",39,3,5,"vicarious",12,"low_cue","high_stim",11.3099324740202,61.7502645050257
"6382",39,4,3,"vicarious",1,"low_cue","high_stim",25.9478853220016,53.8858148941861
"6383",39,4,3,"vicarious",2,"high_cue","med_stim",56.6289479942471,30.9637565320735
"6384",39,4,3,"vicarious",3,"low_cue","low_stim",17.2717425776809,24.7914316629374
"6385",39,4,3,"vicarious",4,"low_cue","low_stim",3.29734636702104,29.422174225689
"6386",39,4,3,"vicarious",5,"high_cue","low_stim",34.2004841302685,19.0256060375687
"6387",39,4,3,"vicarious",6,"high_cue","med_stim",44.1884993162881,2.86240522611175
"6388",39,4,3,"vicarious",7,"high_cue","low_stim",41.4552335444051,3.00066141346215
"6389",39,4,3,"vicarious",8,"low_cue","high_stim",5.45155109871274,57.796960725595
"6390",39,4,3,"vicarious",9,"low_cue","med_stim",13.8113347918617,2.92320293197818
"6391",39,4,3,"vicarious",10,"low_cue","med_stim",13.4778227532413,34.0716098073942
"6392",39,4,3,"vicarious",11,"high_cue","high_stim",NA,57.1402479602782
"6393",39,4,3,"vicarious",12,"high_cue","high_stim",39.3055692822446,31.9563076059409
"6394",39,4,4,"vicarious",1,"low_cue","high_stim",5.34139467431178,58.2985703304943
"6395",39,4,4,"vicarious",2,"high_cue","med_stim",40.1286089684759,17.0519648540015
"6396",39,4,4,"vicarious",3,"low_cue","low_stim",20.6906685139331,17.921428058034
"6397",39,4,4,"vicarious",4,"high_cue","low_stim",13.695876504409,13.978368962849
"6398",39,4,4,"vicarious",5,"low_cue","med_stim",26.8781397520986,65.0803356301676
"6399",39,4,4,"vicarious",6,"high_cue","high_stim",58.0918930643469,15.2754869139001
"6400",39,4,4,"vicarious",7,"low_cue","low_stim",21.7119547900856,26.2559042877013
"6401",39,4,4,"vicarious",8,"low_cue","high_stim",13.5622457644493,28.1272760939204
"6402",39,4,4,"vicarious",9,"high_cue","high_stim",49.1239075603156,30.4889404998309
"6403",39,4,4,"vicarious",10,"high_cue","med_stim",47.4332010547372,20.9878469700938
"6404",39,4,4,"vicarious",11,"high_cue","low_stim",29.1441986773614,27.9215283451262
"6405",39,4,4,"vicarious",12,"low_cue","med_stim",8.47114463301483,26.2530990172167
"6406",40,1,3,"vicarious",1,"low_cue","med_stim",27.1323175869359,48.9043398710942
"6407",40,1,3,"vicarious",2,"low_cue","high_stim",33.2449372403005,16.6309537067214
"6408",40,1,3,"vicarious",3,"high_cue","low_stim",115.30137862542,12.3247274341374
"6409",40,1,3,"vicarious",4,"high_cue","med_stim",87.921629754638,26.6696054032015
"6410",40,1,3,"vicarious",5,"high_cue","high_stim",92.8155566842112,101.853004167744
"6411",40,1,3,"vicarious",6,"high_cue","low_stim",97.2173791590292,113.04677375312
"6412",40,1,3,"vicarious",7,"low_cue","high_stim",9.38551826004307,38.948267891206
"6413",40,1,3,"vicarious",8,"high_cue","high_stim",96.441600099335,136.784843324319
"6414",40,1,3,"vicarious",9,"low_cue","med_stim",14.3700015151793,139.72311178979
"6415",40,1,3,"vicarious",10,"high_cue","med_stim",114.919664369832,61.7776670970281
"6416",40,1,3,"vicarious",11,"low_cue","low_stim",38.7682543949599,12.4790718019276
"6417",40,1,6,"vicarious",1,"low_cue","med_stim",27.4991387310472,13.8113347918617
"6418",40,1,6,"vicarious",2,"low_cue","low_stim",14.1514107088294,25.8345434828091
"6419",40,1,6,"vicarious",3,"low_cue","high_stim",14.6934133704912,23.6293777306568
"6420",40,1,6,"vicarious",4,"high_cue","low_stim",96.8615220309124,42.3825866367356
"6421",40,1,6,"vicarious",5,"high_cue","med_stim",101.35508280314,19.3118565643527
"6422",40,1,6,"vicarious",6,"high_cue","high_stim",83.7616673103607,101.805792300589
"6423",40,1,6,"vicarious",7,"high_cue","low_stim",111.67187893194,10.0369024539635
"6424",40,1,6,"vicarious",8,"low_cue","high_stim",15.8154000275273,106.789830371185
"6425",40,1,6,"vicarious",9,"high_cue","high_stim",91.8550852534947,120.058125479487
"6426",40,1,6,"vicarious",10,"low_cue","med_stim",64.0521146779984,70.4782697240798
"6427",40,1,6,"vicarious",11,"high_cue","med_stim",100.034879226466,12.2550245737389
"6428",40,1,6,"vicarious",12,"low_cue","low_stim",35.1838366212463,10.1407931461128
"6429",40,3,1,"vicarious",1,"low_cue","low_stim",38.6228193763926,27.7699472860602
"6430",40,3,1,"vicarious",2,"high_cue","med_stim",94.927109947649,127.191007539704
"6431",40,3,1,"vicarious",3,"high_cue","low_stim",120.113733150982,16.6770623615002
"6432",40,3,1,"vicarious",4,"high_cue","high_stim",97.2445068524412,97.6577096937139
"6433",40,3,1,"vicarious",5,"low_cue","med_stim",41.6136656712163,93.2180612837942
"6434",40,3,1,"vicarious",6,"low_cue","high_stim",29.4847105242712,81.4805778425889
"6435",40,3,1,"vicarious",7,"low_cue","med_stim",29.6591092359951,44.1884993162881
"6436",40,3,1,"vicarious",8,"low_cue","high_stim",16.3895403340348,34.0243448271874
"6437",40,3,1,"vicarious",9,"high_cue","low_stim",107.271742577681,12.5789352374931
"6438",40,3,1,"vicarious",10,"high_cue","high_stim",47.1332404786146,74.8459319496874
"6439",40,3,1,"vicarious",11,"high_cue","med_stim",90,17.3540246362613
"6440",40,3,1,"vicarious",12,"low_cue","low_stim",22.6198649480404,19.1601731219813
