sub-ID,SID,A#,Date,Session #,Staff,Time in Scanner,Audio Check (during scout),"ses-01
T1 
(Structural)",ses-01          T1 Quality Check,ses-01 T1 actions,"ses-01
DWI","ses-04
Fractional 
Run-01","ses-04
Fractional 
Run-02","ses-01,03,04
PVC 
Run-01","ses-01,03,04
PVC 
Run-02","ses-01,03,04
PVC 
Run-03","ses-01,03,04
PVC 
Run-04","ses-01,03,04
PVC 
Run-05","ses-01,03,04
PVC 
Run-06","ses-03
short-video","ses-02
Narratives 
Run-01","ses-02
Narratives 
Run-02","ses-02
Narratives 
Run-03","ses-02
Narratives 
Run-04","ses-02
Faces 
Run-01","ses-02
Faces
Run-02","ses-02
Faces 
Run-03","ses-01,02,03,04
Align Videos 
Run-01","ses-01,02,03,04
Align Videos 
Run-02","ses-01,02,03,04
Align Videos 
Run-03","ses-01,02,03,04
Align Videos 
Run-04",Scan comments?,T-Points for scan time?,# T-Points,BioPac?,EDA location,PPD location,BioPac Comments?,GitPush?,BioPac Saved?,Data on Rolando?,Data sent comments?,Post-scan: Debrief
sub-0041,SID001938,A003803,2021-07-08 00:00:00,ses-01,"EM, TS",14:25:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,no_data,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes (not backed up),Yes,,
sub-0041,SID001938,A003828,2021-07-14 00:00:00,ses-02,"MA, LS",16:50:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,repeat_use,complete,repeat_use,complete,"There are 2 ""extra"" faces runs in this session due to starting scanner before the stim pc was quite ready. Because of this the first faces run and the 2nd to last faces run will be incomplete (both brain data and biopac). However the 2nd, 3rd, and 5th (corresponding to run1, 2, and 3 respectively) runs have full complete data and should be used.",,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0041,SID001938,A003838,2021-07-19 00:00:00,ses-03,"LS, EM",15:15:00,complete,,,,,,,complete,no_data,complete,complete,no_data,complete,complete,,,,,,,,complete,complete,complete,,- Medoc went over the allowed temp and errored out and we didn't catch it. So we repeated the second run. It failed again with error saying the tsa2 did not reach the the temperature in the required time. Then the pre-test failed. Debugging now,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0041,SID001938,A003900,2021-08-09 00:00:00,ses-04,"EM, BH",15:03:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0043,SID001941,A003811,2021-07-09 00:00:00,ses-01,"LS, MA",16:30:00,complete,complete,,,complete,,,incomplete_use,complete,complete,complete,complete,repeat_use,,,,,,,,,complete,complete,complete,complete,"-PVC01: participant didn't remember to make ratings during the EXPECT screen. Pain ratings are fine though. We instructed them to make EXPECT ratings. All subsequent runs were fine. 
-PVC06: We had already hit s, and then I saw the squiggly symbol on the scan pc. So we paused and thought about exiting the matlab task. Not sure if any other buttons were pressed on the stim pc. But when I hit go, the task didn’t trigger. So I just exited matlab and repeated the run and it is running fine. So there are 3 total func_run-06_task-social_acq... ribbons. ONLY the final one is the completed run. The task ran fine on the re-run.",,,,,,,Yes,Yes (not backed up - disk 1 full) ,,,
sub-0043,SID001941,A003833,2021-07-16 00:00:00,ses-02,"EM, TS",10:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,Some missing,Yes,,
sub-0043,SID001941,A003837,2021-07-19 00:00:00,ses-03,"LS, TS",13:05:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Partial,Bottom left foot,Right big toe,"- The pvc biopac was accidentally collected in a shortvideos template, unfortunately some onsets may be missing/incorrectly labeled",Yes,,,,
sub-0043,SID001941,A003858,2021-07-27 00:00:00,ses-04,"EM, TS",14:45:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0044,SID000728,A003817,2021-07-12 00:00:00,ses-01,"TS, HJ",13:15:00,complete,complete,,,complete,,,repeat_use,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,,,,,Yes,,,,
sub-0044,SID000728,A003834,2021-07-16 00:00:00,ses-02,"EM, TS",12:30:00,complete,,,,,,,,,,,,,,complete,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives: run2 repeated to adjust volume,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0044,SID000728,A003852,2021-07-22 00:00:00,ses-03,"EM, TS",16:52:00,complete,,,,,,,complete,complete,repeat_use,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,-restart PVC run3 to put TSA in external control,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0044,SID000728,A003870,2021-07-29 00:00:00,ses-04,"BH, LS",16:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"- Needed to grab something out of scan room at very beginning of first fractionals run, so restarted. ",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0046,SID001950,A003878,2021-08-02 00:00:00,ses-01,"EM, TS",15:05:00,complete,repeat_use,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,,,,,,,,,,,Yes,,,,
sub-0046,SID001950,A003899,2021-08-09 00:00:00,ses-02,"EM, BH",13:00:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete_dontuse,complete,complete,complete,complete,"-third faces run ran over scan by approx. 7-10 face stimuli
-had to adjust volume on narratives run1",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0046,SID001950,A003911,2021-08-11 00:00:00,ses-03,"MA, HJ",18:25:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0046,SID001950,A003916,2021-08-12 00:00:00,ses-04,"EM, LS",15:40:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0047,SID001951,A003879,2021-08-02 00:00:00,ses-01,"EM, TS",17:15:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,,,,,,,,,,,,Yes,,,,
sub-0050,SID001954,A003886,2021-08-04 00:00:00,ses-01,"HJ, LS",15:55:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,- Did not make expectation ratings for 1st and 2nd PVC runs. Instructed between 2nd and 3rd run and then was ok.,,,,,,,Yes,,,,
sub-0050,SID001954,A003910,2021-08-11 00:00:00,ses-02,"MA, HJ",16:15:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0050,SID001954,A003938,2021-08-19 00:00:00,ses-03,"BH, LS",18:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,check,,
sub-0050,SID001954,A003942,2021-08-23 00:00:00,ses-04,"MA, TS",12:45:00,complete,,,,,complete,complete,repeat_use,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"-PVC 01: As we started hearing a rapid clicking sound (like jackhammering) from the speaker, P told us about an audio interference in the headphones. We stopped and started the first run again. ",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0051,SID001727,A003889,2021-08-05 00:00:00,ses-01,"BH, TS",10:14:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0051,SID001727,A003912,2021-08-12 00:00:00,ses-02,"EM, TS",08:40:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0051,SID001727,A003932,2021-08-18 00:00:00,ses-03,"MA, TS",13:10:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0051,SID001727,A003957,2021-08-26 00:00:00,ses-04,"EM, TS",14:10:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0052,SID001957,A003890,2021-08-05 00:00:00,ses-01,"BH, TS",10:20:00,complete,complete,,,complete,,,complete_dontuse,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"- Participant noted lag with trackball during practice, so we re-calibrated before first PVC run
- After first PVC run, the participant noted that there were still issues with the trackball (couldn't reach the semi-circle a cpl times) and we re-calibrated again before starting the second PVC run
- No issues with trackball after second re-calibration",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0052,SID001957,A003914,2021-08-12 00:00:00,ses-02,"EM, TS",12:40:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,complete,"-narratives run1 repeated 2x for volume adjustment -faces run1 restarted due to matlab, worked okay after",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0052,SID001957,A003923,2021-08-16 00:00:00,ses-03,"EM, MA",16:35:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,no_data,,,,,,,,no_data,no_data,no_data,,-right earphone broken. adding short vids/full align vids to ses-04,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0052,SID001957,A003955,2021-08-26 00:00:00,ses-03,"EM, TS",11:24:00,complete,,,,,,,no_data,no_data,no_data,no_data,no_data,no_data,complete,,,,,,,,complete,complete,complete,,-no data because we were completing a previous ses-03 scan,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0052,SID001957,A003956,2021-08-26 00:00:00,ses-04,"EM, TS",12:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0053,SID001958,A003891,2021-08-05 00:00:00,ses-01,"BH, TS",14:15:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,-Removed P from scanner before second scout; P said that he moved a little during first half of scan,,,Yes,Bottom left foot,Right big toe,- Accidentally hit ctrl+space during first pain run and immediately resumed (I believe it was during a cue segment) ,Yes,On PC only,Yes,,
sub-0053,SID001958,A003913,2021-08-12 00:00:00,ses-02,"EM, TS",10:35:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0053,SID001958,A003937,2021-08-19 00:00:00,ses-03,"BH, LS",16:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,check,,
sub-0053,SID001958,A003958,2021-08-26 00:00:00,ses-04,"EM, HJ",15:52:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0055,SID001959,A003892,2021-08-05 00:00:00,ses-01,"BH, HJ",19:00:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0055,SID001959,A003909,2021-08-11 00:00:00,ses-02,"MA, TS",14:10:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0055,SID001959,A003922,2021-08-16 00:00:00,ses-03,"EM, TS",14:46:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0055,SID001959,A003951,2021-08-25 00:00:00,ses-04,"MA, TS",13:55:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,,,
sub-0056,SID001956,A003888,2021-08-04 00:00:00,ses-01,"LS, MA",07:40:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0056,SID001956,A003917,2021-08-12 00:00:00,ses-02,"EM, LS",17:25:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete_dontuse,complete_dontuse,complete_dontuse,complete_dontuse,"- Unfortunately, the person told us that they could not hear the audio for the videos only after we finished all four runs. They confirmed that the audio worked for the other tasks. After they left we confirmed that the audio was playing through the headphones properly.",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0056,SID001956,A003934,2021-08-18 00:00:00,ses-03,"MA, HJ",18:30:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0056,SID001956,A003953,2021-08-25 00:00:00,ses-04,"MA, HJ",17:40:00,complete,,,,,complete,complete,complete,complete,complete,complete,repeat_use,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,fractionals collected in one file,Yes,On PC only,,,
sub-0057,SID001971,A003935,2021-08-19 00:00:00,ses-01,"BH, TS",09:10:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,no_data,"- insufficient time to complete align video run 4; WILL ADD TO SES-02
- Pain runs INCOMPLETE because biopac wasn't working (thermode onset cant be determined)",,,Partial,Bottom left foot,Right big toe,"Scan started late; u3 error kept happening when attempting to launch PVC task. Followed standard troubleshooting techniques but error persisted, so we set biopac = 0 in matlab but still collected biopac signal via AcqKnowledge. ",Yes,On PC only,Yes,,
sub-0057,SID001971,A003960,2021-08-26 00:00:00,ses-01,"EM, HJ",19:35:00,no_data,,,,,,,no_data,no_data,no_data,no_data,no_data,no_data,,,,,,,,,no_data,no_data,no_data,complete,-rerun of just ses1 align vids run4,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0057,SID001971,A003959,2021-08-26 00:00:00,ses-02,"EM, HJ",17:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0057,SID001971,A003965,2021-08-30 00:00:00,ses-03,"BH, HJ",15:20:00,complete,,,,,,,complete,complete,complete,complete,complete,repeat_use,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0057,SID001971,A003995,2021-09-08 00:00:00,ses-04,"MA, TS",12:40:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,no_data,no_data,,,Align Vid: No data since subject needed to use the bathroom and we would have been put behind if we put her back in the scanner again. ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0058,SID000452,A003920,2021-08-16 00:00:00,ses-01,"EM, TS",11:19:00,complete,complete,,,complete,,,complete_dontuse,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,-PVC run1(pain) - sub didn't rate expectations,,,Yes,Bottom left foot,Right big toe,- so much movement that signal is not great,Yes,On PC only,Yes,,
sub-0058,SID000452,A003931,2021-08-18 00:00:00,ses-02,"MA, TS",10:55:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-had to use the washrooms after faces task,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0058,SID000452,A003936,2021-08-19 00:00:00,ses-03,"BH, TS",10:55:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,- P was scheduled to leave scanner at 12:30 and got out at 12:40. He had arrived 15m late and did not spend extra time in scanner.,,,Yes,Bottom left foot,Right big toe,- 1 PPG lead was off participants foot when we pulled him out of scanner; signal looked good for most of scan so not sure when that happened,Yes,On PC only,Yes,,
sub-0058,SID000452,A003950,2021-08-25 00:00:00,ses-04,"MA, TS",12:05:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,- PVC 04: so much movement ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,,,Yes
sub-0059,SID001953,A003885,2021-08-04 00:00:00,ses-01,"MA, TS",10:40:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0059,SID001953,A003952,2021-08-25 00:00:00,ses-02,"MA, HJ",15:40:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,,,
sub-0059,SID001953,A003972,2021-09-01 00:00:00,ses-03,"MA, TS",12:20:00,complete,,,,,,,complete,repeat_use,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,PVC-02: program froze in the middle of the rating during the first pain run after 3 pain ratings (VPCPVC) so we had to restart matlab and redo Run 2 with P's consent,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0059,SID001953,A004009,2021-09-15 00:00:00,ses-04,"MA, TS",10:15:00,complete,,,,,complete,complete,complete,no_data,complete,complete,no_data,complete,,,,,,,,,complete,complete,,,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs CPVVPC. We skipped the ryns on the scanner accordingly. ",,,Yes,Bottom right foot,Right big toe,P had injury to the left foot,Yes,On PC only,Yes,,
sub-0060,SID001970,A003933,2021-08-18 00:00:00,ses-01,"MA, HJ",16:25:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0060,SID001970,A003975,2021-09-01 00:00:00,ses-02,"BH, MA",18:10:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0060,SID001970,A003980,2021-09-02 00:00:00,ses-03,"MA, HJ",18:00:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0060,SID001970,A004114,2021-10-14 00:00:00,ses-04,"BH, TS",14:00:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0061,SID001964,A003907,2021-08-11 00:00:00,ses-01,"MA, TS",12:15:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,incomplete_use,complete,- Align vid: the scanner stopped close to the end of run 3 (last video [erotic cartoon] due to scanner hot water temperature error. Terry fixed it but we moved on to the 4th run.,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0061,SID001964,A003943,2021-08-23 00:00:00,ses-02,"MA, TS",14:40:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives 01: P let us know mid-run to say the audio is not loud enough on the narratives (she had asked to adjust the volume fairly low during the audio calibration. Biopac was opened again from template to avoid unusable data. ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0061,SID001964,A003966,2021-08-30 00:00:00,ses-03,"BH, HJ",17:25:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0061,SID001964,A003997,2021-09-08 00:00:00,ses-04,"MA, LS",16:20:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0062,SID001969,A003930,2021-08-18 00:00:00,ses-01,"MA, TS",08:54:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0062,SID001969,A003941,2021-08-23 00:00:00,ses-02,"MA, TS",10:45:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives 01: P let us know that the trackball was not working properly in the middle of narratives run 1. Restared the task. Closed biopac without saving and openned template again to save over.  ,,,Yes,Bottom left foot,Right big toe,- 1 PPG lead (old one) was off participants foot when we pulled him out of scanner; signal looked good for most of scan but has fallen at some point,Yes,On PC only,Yes,,
sub-0062,SID001969,A003949,2021-08-25 00:00:00,ses-03,"MA, TS",08:45:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,,,
sub-0062,SID001969,A003954,2021-08-26 00:00:00,ses-04,"EM, TS",08:40:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0063,SID001965,A003921,2021-08-16 00:00:00,ses-01,"EM, TS",13:18:00,complete,complete,,,complete,,,complete,no_data,no_data,no_data,no_data,no_data,,,,,,,,,no_data,no_data,no_data,no_data,-sub withdrew after first PVC Pain run,,,Yes,Bottom left foot,Right big toe,,Yes,Some missing,Yes,,
sub-0064,SID001975,A003971,2021-09-01 00:00:00,ses-01,"MA, TS",08:45:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete, labjack error on Matlab three times before PVC could start. Once started the first run it went smoothly. ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0064,SID001975,A003993,2021-09-08 00:00:00,ses-02,"MA, TS",08:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,repeat_use,repeat_use,complete,complete,complete,complete,complete,Faces: Before R03. Terry suggested confirming the geometry so we repeated faces task 01 and 02 since we were ahead of the schedule to make sure the data is useable.,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0064,SID001975,A004013,2021-09-16 00:00:00,ses-03,"MA, TS",08:45:00,complete,,,,,,,complete,complete,no_data,complete,complete,complete,no_data,,,,,,,,complete,complete,complete,,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs CVPVCP",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0064,SID001975,A004024,2021-09-20 00:00:00,ses-04,"MA, TS",10:45:00,complete,,,,,complete,complete,no_data,complete,complete,complete,no_data,complete,,,,,,,,,complete,complete,,,PVC: Thermode was received and passed the test yesterday but failed the first pain run. We skipped both pain runs for this participant PCVCPV,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0065,SID001976,A003973,2021-09-01 00:00:00,ses-01,"MA, TS",14:20:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0065,SID001976,A003982,2021-09-02 00:00:00,ses-02,"MA, HJ",19:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0065,SID001976,A003994,2021-09-08 00:00:00,ses-03,"MA, TS",10:55:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,Short vid: lab jack error upon staring matlab but no impact on runs - restarted and ran smoothly,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0065,SID001976,A004000,2021-09-09 00:00:00,ses-04,"BH, LS",18:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,incomplete_use,,,,,,,,,complete,complete,,,"Fractionals: Participant reported that the text was difficult to read during the tomsaxe task
PVC: TSA trigger failed on last pain stimuli (P did not receive pain stimulus #12 on run 6). Confirmed that only one stimulus was missed.",,,,,,,Yes,,,,
sub-0066,SID001978,A003976,2021-09-01 00:00:00,ses-01,"BH, MA",20:20:00,complete,complete,,,complete,,,complete,no_data,complete,no_data,complete,complete,,,,,,,,,complete,complete,complete,complete,"PVC: due to thermode error 8007, we skipped both pain runs VPCPVC and reopened matlab to make other runs. ",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0066,SID001978,A003996,2021-09-08 00:00:00,ses-02,"MA, TS",14:15:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,Faces task: froze before 03 (3 times) even though it was restarted before the task but we didn't have to repeat a run since it was not started yet. Issue was resolved by shutting biopac off and on. ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0066,SID001978,A004016,2021-09-16 00:00:00,ses-03,"MA, TS",14:20:00,complete,,,,,,,complete,no_data,complete,complete,no_data,complete,complete,,,,,,,,complete,complete,complete,,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs CPVVPC
R03: After the first run, matlab was closed up and openned again but something in the code was changed and had to get it from github. so procceded with short and then align vids and then went back to run 3 of PVC.  ",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0066,SID001978,A004032,2021-09-22 00:00:00,ses-04,"MA, TS",14:00:00,complete,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,PVC: started run 01 (P) over since his ratings were very low for highest Ts. He confirmed that he is feeling the heat and we started over again.,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0068,SID001977,A003974,2021-09-01 00:00:00,ses-01,"BH, MA",16:25:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,no_data,"-AlignVid-06: P had to use the washroom right before run 6 and had had also felt distressed since he had been trying to locate the squeeze ball for a while and was not able to. Since we were running late due to the P asking for glasses after he was put in, we skipped the last align vid run 6 to add to the next session. ",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0069,SID001981,A003979,2021-09-02 00:00:00,ses-01,"MA, HJ",15:40:00,complete,complete,,,complete,,,repeat_use,complete,complete_dontuse,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"010 run-01
011 scout_ses-51
012 fmap_run-51
014 func_run-01
015 func_run-02
016 func_run-03
017 func_run-03
018 scout_ses-61
019 scout_ses-01
020 fmap_run-61
021 fmap_run-61
022 func_run-04
023 func_run-05
024 func_run-06",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
