sub	ses	run	runtype	trial_index	cue	stimulusintensity	singletrial_fname	expectrating	expectlabel	outcomerating	outcomelabel	expectrating_impute	expectlabel_impute	outcomerating_impute	outcomelabel_impute	expectrating_RT	expectrating_RTimpute	outcomerating_RT	outcomerating_RTimpute	pain_stimulus_delivery_success
sub-0064	ses-01	run-03	cognitive	1	low_cue	low_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	16.97	Moderate	26.05	Moderate	16.97	Moderate	26.05	Moderate	2.51	2.02	2.65	1.48	n/a
sub-0064	ses-01	run-03	cognitive	2	low_cue	med_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	29.05	Strong	23.14	Moderate	29.05	Strong	23.14	Moderate	2.23	1.87	2.15	1.64	n/a
sub-0064	ses-01	run-03	cognitive	3	high_cue	med_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	78.37	Very Strong	66.11	Very Strong	78.37	Very Strong	66.11	Very Strong	1.58	1.27	3.16	2.66	n/a
sub-0064	ses-01	run-03	cognitive	4	low_cue	high_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	8.4	Weak	16.26	Moderate	8.4	Weak	16.26	Moderate	2.57	2.17	2.77	1.97	n/a
sub-0064	ses-01	run-03	cognitive	5	high_cue	med_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	39.63	Strong	27.52	Moderate	39.63	Strong	27.52	Moderate	1.9	1.53	2.5	1.8	n/a
sub-0064	ses-01	run-03	cognitive	6	low_cue	high_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	5.81	Weak	21.2	Moderate	5.81	Weak	21.2	Moderate	2.05	1.67	2.91	1.49	n/a
sub-0064	ses-01	run-03	cognitive	7	low_cue	low_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	3.22	Weak	9.95	Weak	3.22	Weak	9.95	Weak	2.05	1.7	3.01	2.31	n/a
sub-0064	ses-01	run-03	cognitive	8	high_cue	high_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	48.9	Strong	29.23	Strong	48.9	Strong	29.23	Strong	1.57	1.26	1.8	1.2	n/a
sub-0064	ses-01	run-03	cognitive	9	high_cue	high_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	57.67	Strong	34.2	Strong	57.67	Strong	34.2	Strong	1.62	1.32	1.72	1.3	n/a
sub-0064	ses-01	run-03	cognitive	10	high_cue	low_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	73.19	Very Strong	60.65	Strong	73.19	Very Strong	60.65	Strong	2.57	2.27	2.4	1.95	n/a
sub-0064	ses-01	run-03	cognitive	11	high_cue	low_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	29.74	Strong	35.03	Strong	29.74	Strong	35.03	Strong	2.2	2.1	2.09	1.59	n/a
sub-0064	ses-01	run-03	cognitive	12	low_cue	med_stim	sub-0064_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	12.98	Moderate	9.35	Weak	12.98	Moderate	9.35	Weak	1.97	1.62	2.07	1.57	n/a
sub-0064	ses-01	run-04	pain	1	high_cue	low_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	59.39	Strong	61.17	Strong	59.39	Strong	61.17	Strong	1.57	1.1	2.86	1.92	success
sub-0064	ses-01	run-04	pain	2	low_cue	low_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	5.98	Weak	8.52	Weak	5.98	Weak	8.52	Weak	2.99	2.32	2.2	1.68	success
sub-0064	ses-01	run-04	pain	3	low_cue	med_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	6.86	Weak	18.29	Moderate	6.86	Weak	18.29	Moderate	2.43	2.05	2.65	1.95	success
sub-0064	ses-01	run-04	pain	4	low_cue	high_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	9.01	Weak	23.77	Moderate	9.01	Weak	23.77	Moderate	1.97	1.62	3.28	2.56	success
sub-0064	ses-01	run-04	pain	5	high_cue	med_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	73.23	Very Strong	43.36	Strong	73.23	Very Strong	43.36	Strong	1.51	1.06	3.05	2.27	success
sub-0064	ses-01	run-04	pain	6	high_cue	high_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	65.9	Very Strong	67.86	Very Strong	65.9	Very Strong	67.86	Very Strong	1.73	1.38	2.44	1.74	success
sub-0064	ses-01	run-04	pain	7	high_cue	low_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	82.62	Very Strong	42.07	Strong	82.62	Very Strong	42.07	Strong	3.5	3.15	3.19	2.79	success
sub-0064	ses-01	run-04	pain	8	high_cue	high_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	66.01	Very Strong	71.93	Very Strong	66.01	Very Strong	71.93	Very Strong	1.44	1.1	1.53	1.12	success
sub-0064	ses-01	run-04	pain	9	low_cue	low_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	39.95	Strong	25.43	Moderate	39.95	Strong	25.43	Moderate	1.86	1.61	3.15	2.55	success
sub-0064	ses-01	run-04	pain	10	low_cue	med_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	12.77	Moderate	49.1	Strong	12.77	Moderate	49.1	Strong	1.98	1.7	2.46	2.09	success
sub-0064	ses-01	run-04	pain	11	low_cue	high_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	14.43	Moderate	58.09	Strong	14.43	Moderate	58.09	Strong	1.8	1.43	3.64	1.31	success
sub-0064	ses-01	run-04	pain	12	high_cue	med_stim	sub-0064_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	74.68	Very Strong	50.73	Strong	74.68	Very Strong	50.73	Strong	1.85	1.47	1.51	1.17	success
sub-0064	ses-01	run-05	vicarious	1	low_cue	med_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	9.08	Weak	14.71	Moderate	9.08	Weak	14.71	Moderate	2.08	1.6	2.52	2.02	n/a
sub-0064	ses-01	run-05	vicarious	2	low_cue	high_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz	11.36	Moderate	26.14	Moderate	11.36	Moderate	26.14	Moderate	1.62	1.22	2.4	2.05	n/a
sub-0064	ses-01	run-05	vicarious	3	high_cue	low_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	84.24	Very Strong	47.12	Strong	84.24	Very Strong	47.12	Strong	1.55	1.18	3.15	2.48	n/a
sub-0064	ses-01	run-05	vicarious	4	high_cue	med_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	73.6	Very Strong	42.24	Strong	73.6	Very Strong	42.24	Strong	2.89	1.9	2.15	1.57	n/a
sub-0064	ses-01	run-05	vicarious	5	high_cue	high_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	68.2	Very Strong	54.46	Strong	68.2	Very Strong	54.46	Strong	1.63	1.29	2.12	1.67	n/a
sub-0064	ses-01	run-05	vicarious	6	low_cue	high_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	5.09	Weak	22.23	Moderate	5.09	Weak	22.23	Moderate	1.82	1.45	1.79	1.31	n/a
sub-0064	ses-01	run-05	vicarious	7	low_cue	low_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	6.1	Weak	3.92	Weak	6.1	Weak	3.92	Weak	2.57	2.2	1.82	1.35	n/a
sub-0064	ses-01	run-05	vicarious	8	high_cue	high_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	44.66	Strong	50.69	Strong	44.66	Strong	50.69	Strong	1.67	1.39	1.98	1.4	n/a
sub-0064	ses-01	run-05	vicarious	9	high_cue	low_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	86.77	Very Strong	43.01	Strong	86.77	Very Strong	43.01	Strong	1.52	1.18	1.74	1.39	n/a
sub-0064	ses-01	run-05	vicarious	10	low_cue	med_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	18.29	Moderate	12.0	Moderate	18.29	Moderate	12.0	Moderate	1.83	1.43	3.07	2.48	n/a
sub-0064	ses-01	run-05	vicarious	11	low_cue	low_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz	23.59	Moderate	16.07	Moderate	23.59	Moderate	16.07	Moderate	1.52	1.24	2.22	1.73	n/a
sub-0064	ses-01	run-05	vicarious	12	high_cue	med_stim	sub-0064_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	73.23	Very Strong	39.72	Strong	73.23	Very Strong	39.72	Strong	2.47	1.91	2.33	1.8	n/a
sub-0064	ses-01	run-06	cognitive	1	high_cue	low_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	68.68	Very Strong	26.87	Moderate	68.68	Very Strong	26.87	Moderate	1.87	1.51	1.67	1.18	n/a
sub-0064	ses-01	run-06	cognitive	2	low_cue	low_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	20.78	Moderate	12.06	Moderate	20.78	Moderate	12.06	Moderate	3.57	2.5	1.94	1.39	n/a
sub-0064	ses-01	run-06	cognitive	3	low_cue	med_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	9.95	Weak	4.4	Weak	9.95	Weak	4.4	Weak	2.1	1.72	2.25	1.75	n/a
sub-0064	ses-01	run-06	cognitive	4	low_cue	high_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	6.98	Weak	7.7	Weak	6.98	Weak	7.7	Weak	2.35	2.02	3.03	2.48	n/a
sub-0064	ses-01	run-06	cognitive	5	high_cue	med_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	54.46	Strong	23.23	Moderate	54.46	Strong	23.23	Moderate	2.43	2.13	1.99	1.24	n/a
sub-0064	ses-01	run-06	cognitive	6	high_cue	high_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	48.79	Strong	38.44	Strong	48.79	Strong	38.44	Strong	2.05	1.79	2.42	1.7	n/a
sub-0064	ses-01	run-06	cognitive	7	high_cue	low_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	41.75	Strong	22.14	Moderate	41.75	Strong	22.14	Moderate	1.5	1.45	1.77	1.28	n/a
sub-0064	ses-01	run-06	cognitive	8	high_cue	high_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	53.61	Strong	27.93	Moderate	53.61	Strong	27.93	Moderate	2.58	2.3	2.8	2.19	n/a
sub-0064	ses-01	run-06	cognitive	9	low_cue	low_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	9.15	Weak	21.63	Moderate	9.15	Weak	21.63	Moderate	2.28	1.95	1.8	1.25	n/a
sub-0064	ses-01	run-06	cognitive	10	low_cue	med_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	9.91	Weak	13.2	Moderate	9.91	Weak	13.2	Moderate	1.36	1.16	3.13	2.3	n/a
sub-0064	ses-01	run-06	cognitive	11	low_cue	high_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	7.13	Weak	5.07	Weak	7.13	Weak	5.07	Weak	1.87	1.51	2.57	2.05	n/a
sub-0064	ses-01	run-06	cognitive	12	high_cue	med_stim	sub-0064_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	52.81	Strong	54.97	Strong	52.81	Strong	54.97	Strong	1.56	1.26	2.2	1.6	n/a
sub-0064	ses-04	run-02	cognitive	1	low_cue	high_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz	8.75	Weak	25.64	Moderate	8.75	Weak	25.64	Moderate	1.78	1.33	2.58	2.05	n/a
sub-0064	ses-04	run-02	cognitive	2	high_cue	med_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	67.98	Very Strong	87.4	Very Strong	67.98	Very Strong	87.4	Very Strong	2.2	1.85	2.62	2.27	n/a
sub-0064	ses-04	run-02	cognitive	3	low_cue	low_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	19.7	Moderate	30.06	Strong	19.7	Moderate	30.06	Strong	2.22	1.8	1.88	1.21	n/a
sub-0064	ses-04	run-02	cognitive	4	low_cue	low_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz	0.0	n/a	11.13	Moderate	0.0	n/a	11.13	Moderate	1.17	0.79	1.67	1.25	n/a
sub-0064	ses-04	run-02	cognitive	5	high_cue	low_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz	72.95	Very Strong	58.8	Strong	72.95	Very Strong	58.8	Strong	1.97	1.55	1.87	1.35	n/a
sub-0064	ses-04	run-02	cognitive	6	high_cue	med_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz	97.9	Very Strong	94.15	Very Strong	97.9	Very Strong	94.15	Very Strong	1.33	1.02	1.53	1.15	n/a
sub-0064	ses-04	run-02	cognitive	7	high_cue	low_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	104.37	Strongest sensation of any kind	46.8	Strong	104.37	Strongest sensation of any kind	46.8	Strong	2.41	2.07	2.62	2.12	n/a
sub-0064	ses-04	run-02	cognitive	8	low_cue	high_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	11.17	Moderate	33.37	Strong	11.17	Moderate	33.37	Strong	1.46	1.12	1.77	1.17	n/a
sub-0064	ses-04	run-02	cognitive	9	low_cue	med_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz	22.53	Moderate	13.53	Moderate	22.53	Moderate	13.53	Moderate	1.52	1.2	2.39	1.22	n/a
sub-0064	ses-04	run-02	cognitive	10	low_cue	med_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	34.39	Strong	6.21	Weak	34.39	Strong	6.21	Weak	1.55	1.17	1.81	1.36	n/a
sub-0064	ses-04	run-02	cognitive	11	high_cue	high_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz	100.14	Strongest sensation of any kind	94.38	Very Strong	100.14	Strongest sensation of any kind	94.38	Very Strong	1.59	1.25	3.33	2.08	n/a
sub-0064	ses-04	run-02	cognitive	12	high_cue	high_stim	sub-0064_ses-04_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz	117.69	Strongest sensation of any kind	78.19	Very Strong	117.69	Strongest sensation of any kind	78.19	Very Strong	2.34	2.01	2.78	1.87	n/a
sub-0064	ses-04	run-03	vicarious	1	high_cue	low_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	82.62	Very Strong	62.04	Strong	82.62	Very Strong	62.04	Strong	1.74	1.15	1.65	1.15	n/a
sub-0064	ses-04	run-03	vicarious	2	low_cue	med_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	20.97	Moderate	35.89	Strong	20.97	Moderate	35.89	Strong	3.01	2.69	2.27	1.73	n/a
sub-0064	ses-04	run-03	vicarious	3	high_cue	low_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	72.73	Very Strong	42.67	Strong	72.73	Very Strong	42.67	Strong	1.63	1.25	1.91	1.29	n/a
sub-0064	ses-04	run-03	vicarious	4	low_cue	med_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	1.64	Barely detectable	4.82	Weak	1.64	Barely detectable	4.82	Weak	1.72	1.25	3.13	2.53	n/a
sub-0064	ses-04	run-03	vicarious	5	high_cue	high_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	80.46	Very Strong	75.8	Very Strong	80.46	Very Strong	75.8	Very Strong	1.95	1.27	1.95	1.53	n/a
sub-0064	ses-04	run-03	vicarious	6	low_cue	low_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	10.49	Moderate	45.16	Strong	10.49	Moderate	45.16	Strong	2.42	1.72	2.79	2.04	n/a
sub-0064	ses-04	run-03	vicarious	7	low_cue	high_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	7.83	Weak	29.55	Strong	7.83	Weak	29.55	Strong	2.7	1.95	1.83	1.25	n/a
sub-0064	ses-04	run-03	vicarious	8	low_cue	low_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz	5.97	Weak	10.09	Moderate	5.97	Weak	10.09	Moderate	2.52	1.97	2.28	1.67	n/a
sub-0064	ses-04	run-03	vicarious	9	high_cue	high_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	42.32	Strong	95.11	Very Strong	42.32	Strong	95.11	Very Strong	1.62	1.21	2.47	1.68	n/a
sub-0064	ses-04	run-03	vicarious	10	low_cue	high_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz	3.92	Weak	20.56	Moderate	3.92	Weak	20.56	Moderate	1.45	1.13	3.11	1.52	n/a
sub-0064	ses-04	run-03	vicarious	11	high_cue	med_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	78.42	Very Strong	70.98	Very Strong	78.42	Very Strong	70.98	Very Strong	1.62	1.15	3.02	2.32	n/a
sub-0064	ses-04	run-03	vicarious	12	high_cue	med_stim	sub-0064_ses-04_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	111.97	Strongest sensation of any kind	116.26	Strongest sensation of any kind	111.97	Strongest sensation of any kind	116.26	Strongest sensation of any kind	1.92	1.47	1.91	1.43	n/a
sub-0064	ses-04	run-04	cognitive	1	high_cue	low_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	98.78	Strongest sensation of any kind	37.19	Strong	98.78	Strongest sensation of any kind	37.19	Strong	1.53	1.17	1.92	1.22	n/a
sub-0064	ses-04	run-04	cognitive	2	low_cue	med_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	6.42	Weak	17.34	Moderate	6.42	Weak	17.34	Moderate	1.37	1.08	1.94	1.13	n/a
sub-0064	ses-04	run-04	cognitive	3	high_cue	low_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	61.79	Strong	30.21	Strong	61.79	Strong	30.21	Strong	1.24	0.86	2.37	1.9	n/a
sub-0064	ses-04	run-04	cognitive	4	low_cue	med_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	12.63	Moderate	68.16	Very Strong	12.63	Moderate	68.16	Very Strong	2.13	1.72	2.1	1.67	n/a
sub-0064	ses-04	run-04	cognitive	5	high_cue	high_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	95.11	Very Strong	76.14	Very Strong	95.11	Very Strong	76.14	Very Strong	2.22	1.35	2.76	1.59	n/a
sub-0064	ses-04	run-04	cognitive	6	low_cue	low_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	7.72	Weak	19.32	Moderate	7.72	Weak	19.32	Moderate	1.19	0.84	1.87	1.4	n/a
sub-0064	ses-04	run-04	cognitive	7	low_cue	high_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	14.65	Moderate	18.22	Moderate	14.65	Moderate	18.22	Moderate	1.53	1.12	2.6	2.03	n/a
sub-0064	ses-04	run-04	cognitive	8	low_cue	low_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz	11.54	Moderate	7.84	Weak	11.54	Moderate	7.84	Weak	2.12	1.73	3.57	2.57	n/a
sub-0064	ses-04	run-04	cognitive	9	high_cue	high_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	97.44	Very Strong	66.41	Very Strong	97.44	Very Strong	66.41	Very Strong	1.9	1.55	2.26	1.69	n/a
sub-0064	ses-04	run-04	cognitive	10	low_cue	high_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz	7.84	Weak	20.48	Moderate	7.84	Weak	20.48	Moderate	2.29	1.96	1.52	1.02	n/a
sub-0064	ses-04	run-04	cognitive	11	high_cue	med_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	94.65	Very Strong	55.29	Strong	94.65	Very Strong	55.29	Strong	1.57	0.82	3.03	2.37	n/a
sub-0064	ses-04	run-04	cognitive	12	high_cue	med_stim	sub-0064_ses-04_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	113.59	Strongest sensation of any kind	96.9	Very Strong	113.59	Strongest sensation of any kind	96.9	Very Strong	2.01	1.56	3.72	2.23	n/a
sub-0064	ses-04	run-06	vicarious	1	low_cue	low_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	12.3	Moderate	4.0	Weak	12.3	Moderate	4.0	Weak	1.93	1.3	1.42	1.07	n/a
sub-0064	ses-04	run-06	vicarious	2	low_cue	med_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	29.31	Strong	61.37	Strong	29.31	Strong	61.37	Strong	2.3	1.54	1.72	1.25	n/a
sub-0064	ses-04	run-06	vicarious	3	low_cue	low_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	5.17	Weak	5.55	Weak	5.17	Weak	5.55	Weak	1.15	0.85	1.54	0.84	n/a
sub-0064	ses-04	run-06	vicarious	4	low_cue	high_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	10.13	Moderate	30.69	Strong	10.13	Moderate	30.69	Strong	2.45	2.17	2.02	1.55	n/a
sub-0064	ses-04	run-06	vicarious	5	high_cue	med_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	102.75	Strongest sensation of any kind	79.82	Very Strong	102.75	Strongest sensation of any kind	79.82	Very Strong	1.26	0.96	1.9	1.5	n/a
sub-0064	ses-04	run-06	vicarious	6	high_cue	high_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	99.5	Strongest sensation of any kind	58.29	Strong	99.5	Strongest sensation of any kind	58.29	Strong	1.38	1.02	2.05	1.38	n/a
sub-0064	ses-04	run-06	vicarious	7	high_cue	med_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz	94.38	Very Strong	60.23	Strong	94.38	Very Strong	60.23	Strong	1.53	1.22	1.37	0.74	n/a
sub-0064	ses-04	run-06	vicarious	8	high_cue	low_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz	86.23	Very Strong	35.62	Strong	86.23	Very Strong	35.62	Strong	1.54	1.22	3.89	3.32	n/a
sub-0064	ses-04	run-06	vicarious	9	high_cue	low_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	100.86	Strongest sensation of any kind	74.91	Very Strong	100.86	Strongest sensation of any kind	74.91	Very Strong	1.31	0.82	2.15	1.6	n/a
sub-0064	ses-04	run-06	vicarious	10	high_cue	high_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz	88.16	Very Strong	88.16	Very Strong	88.16	Very Strong	88.16	Very Strong	1.55	1.23	1.77	0.95	n/a
sub-0064	ses-04	run-06	vicarious	11	low_cue	med_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz	10.47	Moderate	14.48	Moderate	10.47	Moderate	14.48	Moderate	1.07	1.0	3.42	2.84	n/a
