singletrial_fname	regressor	vif	event
vif_sub-0114_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.tsv	stimulus__004	3.0379387087836536	stimulus
vif_sub-0115_ses-01_run-04_runtype-cognitive_event-cue_trial-010_cuetype-high.tsv	cue__010	7.436144741035393	cue
vif_sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-008_cuetype-high.tsv	cue__008	3.4219458112457644	cue
vif_sub-0116_ses-01_run-01_runtype-vicarious_event-cue_trial-007_cuetype-high.tsv	cue__007	6.389156164631423	cue
vif_sub-0116_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	2.556614864876006	stimulus
vif_sub-0116_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.tsv	stimulus__010	2.8476377345652444	stimulus
vif_sub-0116_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	3.070323734068773	stimulus
vif_sub-0116_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.tsv	stimulus__008	4.273243878269347	stimulus
vif_sub-0116_ses-01_run-05_runtype-vicarious_event-cue_trial-006_cuetype-low.tsv	cue__006	3.3940718000639603	cue
vif_sub-0116_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	2.755258240341232	stimulus
vif_sub-0116_ses-01_run-06_runtype-cognitive_event-cue_trial-000_cuetype-low.tsv	cue__000	4.423672212278992	cue
vif_sub-0118_ses-01_run-01_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	2.9510305001660164	stimulus
vif_sub-0118_ses-01_run-01_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	3.362219860207932	stimulus
vif_sub-0118_ses-01_run-01_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	4.769201052576854	stimulus
vif_sub-0118_ses-01_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	3.00718677388128	stimulus
vif_sub-0118_ses-01_run-03_runtype-vicarious_event-cue_trial-004_cuetype-high.tsv	cue__004	3.4646618837376497	cue
vif_sub-0118_ses-01_run-03_runtype-vicarious_event-cue_trial-009_cuetype-low.tsv	cue__009	3.5045535755157187	cue
vif_sub-0118_ses-01_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	8.493394514120723	stimulus
vif_sub-0118_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	2.7413282967329646	stimulus
vif_sub-0118_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	2.552967894661516	stimulus
vif_sub-0119_ses-01_run-01_runtype-vicarious_event-cue_trial-006_cuetype-low.tsv	cue__006	3.4207387943024767	cue
vif_sub-0119_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.tsv	stimulus__011	2.5027616902045766	stimulus
vif_sub-0120_ses-01_run-03_runtype-cognitive_event-cue_trial-002_cuetype-high.tsv	cue__002	2.7047240024539128	cue
vif_sub-0120_ses-01_run-03_runtype-cognitive_event-cue_trial-010_cuetype-high.tsv	cue__010	3.1407889828451605	cue
vif_sub-0120_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.241276933044124	stimulus
vif_sub-0120_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.tsv	stimulus__003	2.5187499132876594	stimulus
vif_sub-0120_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	6.417993090870054	stimulus
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-cue_trial-001_cuetype-low.tsv	cue__001	3.13686109666703	cue
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-cue_trial-002_cuetype-low.tsv	cue__002	3.8956336180164985	cue
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-cue_trial-003_cuetype-low.tsv	cue__003	5.4258073402240266	cue
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-cue_trial-005_cuetype-high.tsv	cue__005	2.5595442522393546	cue
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	3.450389284719355	stimulus
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.tsv	stimulus__002	2.819323887589155	stimulus
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	3.1196274272720124	stimulus
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.tsv	stimulus__008	3.6504579917351268	stimulus
vif_sub-0120_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	2.554281908949481	stimulus
vif_sub-0122_ses-01_run-01_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	2.7362838082662124	stimulus
vif_sub-0122_ses-01_run-03_runtype-vicarious_event-cue_trial-000_cuetype-low.tsv	cue__000	2.566509404616796	cue
vif_sub-0122_ses-01_run-04_runtype-cognitive_event-cue_trial-005_cuetype-high.tsv	cue__005	2.5021104698844456	cue
vif_sub-0122_ses-01_run-04_runtype-cognitive_event-cue_trial-010_cuetype-high.tsv	cue__010	2.5444775803551747	cue
vif_sub-0122_ses-01_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.tsv	stimulus__004	2.5307469733893733	stimulus
vif_sub-0122_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	2.847167057301665	stimulus
vif_sub-0122_ses-01_run-06_runtype-vicarious_event-cue_trial-003_cuetype-high.tsv	cue__003	2.588440235629264	cue
vif_sub-0122_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.tsv	stimulus__004	2.867151947506175	stimulus
vif_sub-0123_ses-01_run-02_runtype-vicarious_event-cue_trial-007_cuetype-low.tsv	cue__007	4.433308450698328	cue
vif_sub-0123_ses-01_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-med.tsv	stimulus__008	2.6222474008802794	stimulus
vif_sub-0123_ses-01_run-06_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.tsv	stimulus__011	3.306542908883447	stimulus
vif_sub-0127_ses-01_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.tsv	stimulus__007	3.416621166739924	stimulus
vif_sub-0127_ses-01_run-05_runtype-pain_event-cue_trial-001_cuetype-low.tsv	cue__001	2.501084376532061	cue
vif_sub-0127_ses-01_run-06_runtype-vicarious_event-cue_trial-009_cuetype-low.tsv	cue__009	2.73766498482792	cue
vif_sub-0128_ses-01_run-03_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	2.8857444415703686	stimulus
vif_sub-0128_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.tsv	stimulus__000	2.5116699175854182	stimulus
vif_sub-0129_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.tsv	stimulus__011	3.131526135870161	stimulus
vif_sub-0129_ses-01_run-04_runtype-pain_event-cue_trial-000_cuetype-high.tsv	cue__000	2.5967869166463093	cue
vif_sub-0129_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	2.8590940775536966	stimulus
vif_sub-0131_ses-01_run-04_runtype-vicarious_event-cue_trial-011_cuetype-high.tsv	cue__011	3.679312900953683	cue
vif_sub-0132_ses-01_run-03_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.tsv	stimulus__008	4.796660598605906	stimulus
vif_sub-0132_ses-01_run-03_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	3.6523983427277074	stimulus
vif_sub-0132_ses-01_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	3.6978252797914175	stimulus
vif_sub-0132_ses-01_run-06_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.4038720293568843	stimulus
vif_sub-0132_ses-01_run-06_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.tsv	stimulus__005	4.097842768485672	stimulus
vif_sub-0133_ses-01_run-04_runtype-vicarious_event-cue_trial-003_cuetype-low.tsv	cue__003	2.5119957808314894	cue
vif_sub-0133_ses-01_run-06_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	2.907403817779353	stimulus
